"country","date","cases","type","total_cases","infection_rate"
"Cabo Verde",2020-05-17,0,"confirmed",328,589.94185115839
"Cabo Verde",2020-05-18,0,"confirmed",328,589.94185115839
"Cabo Verde",2020-05-19,7,"confirmed",335,602.532073591649
"Cabo Verde",2020-05-20,14,"confirmed",349,627.712518458165
"Cabo Verde",2020-05-21,7,"confirmed",356,640.302740891424
"Cabo Verde",2020-05-22,6,"confirmed",362,651.094360119931
"Cabo Verde",2020-05-23,9,"confirmed",371,667.281788962692
"Cabo Verde",2020-05-24,9,"confirmed",380,683.469217805452
"Cabo Verde",2020-05-25,10,"confirmed",390,701.455249852964
"Cabo Verde",2020-05-26,0,"confirmed",390,701.455249852964
"Cabo Verde",2020-05-27,0,"confirmed",390,701.455249852964
"Cabo Verde",2020-05-28,0,"confirmed",390,701.455249852964
"Cabo Verde",2020-05-29,15,"confirmed",405,728.434297924232
"Cabo Verde",2020-05-30,16,"confirmed",421,757.211949200251
"Cabo Verde",2020-05-31,14,"confirmed",435,782.392394066768
"Cabo Verde",2020-06-01,23,"confirmed",458,823.760267776045
"Cabo Verde",2020-06-02,8,"confirmed",466,838.149093414055
"Cabo Verde",2020-06-03,11,"confirmed",477,857.933728666318
"Cabo Verde",2020-06-04,25,"confirmed",502,902.898808785097
"Cabo Verde",2020-06-05,34,"confirmed",536,964.051317746638
"Cabo Verde",2020-06-06,6,"confirmed",542,974.842936975145
"Cabo Verde",2020-06-07,12,"confirmed",554,996.426175432159
"Cabo Verde",2020-06-08,13,"confirmed",567,1019.80801709392
"Cabo Verde",2020-06-09,18,"confirmed",585,1052.18287477945
"Cabo Verde",2020-06-10,30,"confirmed",615,1106.14097092198
"Cabo Verde",2020-06-11,42,"confirmed",657,1181.68230552153
"Cabo Verde",2020-06-12,40,"confirmed",697,1253.62643371158
"Cabo Verde",2020-06-13,29,"confirmed",726,1305.78592664936
"Cabo Verde",2020-06-14,24,"confirmed",750,1348.95240356339
"Cabo Verde",2020-06-15,10,"confirmed",760,1366.9384356109
"Cabo Verde",2020-06-16,21,"confirmed",781,1404.70910291068
"Cabo Verde",2020-06-17,11,"confirmed",792,1424.49373816294
"Cote d'Ivoire",2020-01-22,0,"confirmed",0,0
"Cote d'Ivoire",2020-01-23,0,"confirmed",0,0
"Cote d'Ivoire",2020-01-24,0,"confirmed",0,0
"Cote d'Ivoire",2020-01-25,0,"confirmed",0,0
"Cote d'Ivoire",2020-01-26,0,"confirmed",0,0
"Cote d'Ivoire",2020-01-27,0,"confirmed",0,0
"Cote d'Ivoire",2020-01-28,0,"confirmed",0,0
"Cote d'Ivoire",2020-01-29,0,"confirmed",0,0
"Cote d'Ivoire",2020-01-30,0,"confirmed",0,0
"Cote d'Ivoire",2020-01-31,0,"confirmed",0,0
"Cote d'Ivoire",2020-02-01,0,"confirmed",0,0
"Cote d'Ivoire",2020-02-02,0,"confirmed",0,0
"Cote d'Ivoire",2020-02-03,0,"confirmed",0,0
